Время начала,Время окончания,Минуты активности,Калории (ккал),Дистанция (м),Баллы кардиотренировок,Минуты кардиотренировок,Средний пульс (уд/мин),Макс. пульс (уд/мин),Мин. пульс (уд/мин),Средняя скорость (м/с),Макс. скорость (м/с),Мин. скорость (м/с),Число шагов,Средний вес (кг),Макс. вес (кг),Мин. вес (кг),Продолжительность: Велосипед (мс),Продолжительность: Ходьба (мс)
06:30:00.000+02:00,06:45:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
06:45:00.000+02:00,07:00:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
07:00:00.000+02:00,07:15:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
07:15:00.000+02:00,07:30:00.000+02:00,1,17.754429230995303,39.79259633117777,,,,,,0.3411238793254253,0.3411238793254253,0.3411238793254253,58,,,,,23614
07:30:00.000+02:00,07:45:00.000+02:00,4,31.5332844885092,220.06416217307807,2.0,2,,,,1.2673781985437322,1.4883450642457636,0.877323144342619,328,,,,,281388
07:45:00.000+02:00,08:00:00.000+02:00,,16.492187127470974,8.869221008946255,,,,,,0.3545780124001208,0.3545780124001208,0.3545780124001208,23,,,,,
08:00:00.000+02:00,08:15:00.000+02:00,9,44.03113043447232,714.853120499723,7.0,7,,,,1.3874219898480957,1.6134662427896431,0.3411238757670806,921,,,,,515198
08:15:00.000+02:00,08:30:00.000+02:00,3,23.515286369355238,184.51114037809364,1.0,1,,,,1.1418039623852843,1.4500800867322114,0.4612343659909952,249,,,,,131388
08:30:00.000+02:00,08:45:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
08:45:00.000+02:00,09:00:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
09:00:00.000+02:00,09:15:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
09:15:00.000+02:00,09:30:00.000+02:00,2,18.870851208390462,72.78602339076386,,,,,,0.6664228124153699,0.9917217315543432,0.34112389327639675,126,,,,,44500
09:30:00.000+02:00,09:45:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
09:45:00.000+02:00,10:00:00.000+02:00,7,34.42298459444541,418.0372373916657,3.0,3,,,,1.2325363090843011,1.5652617833059408,0.3411238721798063,552,,,,,335449
10:00:00.000+02:00,10:15:00.000+02:00,7,39.60852574397531,483.9707577550758,3.0,3,,,,1.0907103162875016,1.4482113014583924,0.34112387996931626,664,,,,,432460
10:15:00.000+02:00,10:30:00.000+02:00,,16.49218712747097,,,,,,,,,,12,,,,,
10:30:00.000+02:00,10:45:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
10:45:00.000+02:00,11:00:00.000+02:00,1,23.894322481665355,58.67330821302907,,,,,,0.34112388117905124,0.34112389327639675,0.3411238690817058,86,,,,,138479
11:00:00.000+02:00,11:15:00.000+02:00,,16.492187127470974,,,,,,,,,,,,,,,
11:15:00.000+02:00,11:30:00.000+02:00,,16.492187127470974,,,,,,,,,,,,,,,
11:30:00.000+02:00,11:45:00.000+02:00,1,16.492187127470974,55.79387544522109,,,,,,0.4657308505270235,1.1927062092304401,0.27289910796757705,111,,,,,
11:45:00.000+02:00,12:00:00.000+02:00,,16.492187127470974,,,,,,,,,,,,,,,
12:00:00.000+02:00,12:15:00.000+02:00,,16.492187127470974,19.102937557730392,,,,,,0.3183822926288399,0.3183822926288399,0.3183822926288399,28,,,,,
12:15:00.000+02:00,12:30:00.000+02:00,,16.492187127470974,,,,,,,,,,,,,,,
12:30:00.000+02:00,12:45:00.000+02:00,,16.492187127470974,,,,,,,,,,,,,,,
12:45:00.000+02:00,13:00:00.000+02:00,,16.492187127470974,,,,,,,,,,,,,,,
13:00:00.000+02:00,13:15:00.000+02:00,,16.492187127470974,,,,,,,,,,,,,,,
13:15:00.000+02:00,13:30:00.000+02:00,,16.492187127470974,,,,,,,,,,,,,,,
13:30:00.000+02:00,13:45:00.000+02:00,,16.492187127470974,,,,,,,,,,,,,,,
13:45:00.000+02:00,14:00:00.000+02:00,6,33.00610067965032,443.35951097805105,3.0,3,,,,1.2704131397081082,1.6092491222050886,0.3411238888407031,578,,,,,308942
14:00:00.000+02:00,14:15:00.000+02:00,9,41.486763353888435,547.1428328291793,4.0,4,,,,1.0840038486903205,1.4784707142860405,0.3183822926288399,727,,,,,467598
14:15:00.000+02:00,14:30:00.000+02:00,3,21.3115209147901,85.28097123986782,,,,,,0.4601666575018114,0.5792094561420872,0.3411238588615357,125,,,,,90160
14:30:00.000+02:00,14:45:00.000+02:00,1,19.910086872687913,48.00981971137246,,,,,,1.2209413963536049,1.2209413963536049,1.2209413963536049,85,,,,,63942
14:45:00.000+02:00,15:00:00.000+02:00,5,32.3453150627317,204.82927521529047,,,,,,0.693558940518248,0.9660136837117481,0.3411238733157764,313,,,,,296580
15:00:00.000+02:00,15:15:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
15:15:00.000+02:00,15:30:00.000+02:00,2,23.979312951073496,75.0472546910837,,,,,,0.5178600006237393,0.6945961458450773,0.3411238554024013,110,,,,,140069
15:30:00.000+02:00,15:45:00.000+02:00,2,23.020096615520675,72.31826361140793,,,,,,0.3831685555662973,0.4784190209767786,0.2956407002982085,140,,,,,122124
15:45:00.000+02:00,16:00:00.000+02:00,,16.49218712747097,,,,,,,,,,7,,,,,
16:00:00.000+02:00,16:15:00.000+02:00,,16.49218712747097,,,,,,,,,,3,,,,,
16:15:00.000+02:00,16:30:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
16:30:00.000+02:00,16:45:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
16:45:00.000+02:00,17:00:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
17:00:00.000+02:00,17:15:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
17:15:00.000+02:00,17:30:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
17:30:00.000+02:00,17:45:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
17:45:00.000+02:00,18:00:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
18:00:00.000+02:00,18:15:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
18:15:00.000+02:00,18:30:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
18:30:00.000+02:00,18:45:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
18:45:00.000+02:00,19:00:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
19:00:00.000+02:00,19:15:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
19:15:00.000+02:00,19:30:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
19:30:00.000+02:00,19:45:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
19:45:00.000+02:00,20:00:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
20:00:00.000+02:00,20:15:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
20:15:00.000+02:00,20:30:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
20:30:00.000+02:00,20:45:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
20:45:00.000+02:00,21:00:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
21:00:00.000+02:00,21:15:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
21:15:00.000+02:00,21:30:00.000+02:00,,16.49218712747097,,,,,,,,,,,,,,,
21:30:00.000+02:00,21:45:00.000+02:00,,16.49218712747097,14.240981542096796,,,,,,,,,21,,,,,
21:45:00.000+02:00,22:00:00.000+02:00,7,33.35595330493271,265.88436922038727,1.0,1,,,,0.9367481786677798,1.6720843664227836,0.2615283118022613,381,,,,,315487
22:00:00.000+02:00,22:15:00.000+02:00,,16.492187127470967,,,,,,,,,,10,,,,,
22:15:00.000+02:00,22:30:00.000+02:00,,16.492187127470967,,,,,,,,,,,,,,,
22:30:00.000+02:00,22:45:00.000+02:00,,16.492187127470967,,,,,,,,,,16,,,,,
22:45:00.000+02:00,23:00:00.000+02:00,,16.492187127470967,,,,,,,,,,,,,,,
23:00:00.000+02:00,23:15:00.000+02:00,3,30.32363734903438,18.42068978781145,3.0,3,,,,0.30701149646352416,0.30701149646352416,0.30701149646352416,40,,,,241678,
23:15:00.000+02:00,23:30:00.000+02:00,,16.492187127470967,,,,,,,,,,,,,,,
23:30:00.000+02:00,23:45:00.000+02:00,,16.492187127470967,,,,,,,,,,,,,,,
23:45:00.000+02:00,00:00:00.000+02:00,,16.492187127470967,,,,,,,,,,,,,,,
